K = 1,P = 1,uniform,Micro = 0.924,Macro = 0.49054232038131035,Precision = 0.9277714435231974,Recall = 0.924
K = 1,P = 1,distance,Micro = 0.924,Macro = 0.49054232038131035,Precision = 0.9277714435231974,Recall = 0.924
K = 1,P = 2,uniform,Micro = 0.9248,Macro = 0.4874476784651445,Precision = 0.9273299458258926,Recall = 0.9248
K = 1,P = 2,distance,Micro = 0.9248,Macro = 0.4874476784651445,Precision = 0.9273299458258926,Recall = 0.9248
K = 2,P = 1,uniform,Micro = 0.9602666666666667,Macro = 0.48986532444565367,Precision = 0.9276499598823215,Recall = 0.9602666666666667
K = 2,P = 1,distance,Micro = 0.9242666666666667,Macro = 0.4906499593476494,Precision = 0.9277862379684619,Recall = 0.9242666666666667
K = 2,P = 2,uniform,Micro = 0.9605333333333334,Macro = 0.4899347116430903,Precision = 0.9276594652406418,Recall = 0.9605333333333334
K = 2,P = 2,distance,Micro = 0.9248,Macro = 0.4874476784651445,Precision = 0.9273299458258926,Recall = 0.9248
K = 3,P = 1,uniform,Micro = 0.9573333333333334,Macro = 0.4891008174386921,Precision = 0.9275450643776824,Recall = 0.9573333333333334
K = 3,P = 1,distance,Micro = 0.9504,Macro = 0.49260033055542624,Precision = 0.9282715675675677,Recall = 0.9504
K = 3,P = 2,uniform,Micro = 0.9565333333333333,Macro = 0.4888919176775249,Precision = 0.9275163489932887,Recall = 0.9565333333333333
K = 3,P = 2,distance,Micro = 0.9490666666666666,Macro = 0.486933917088521,Precision = 0.9272460914254801,Recall = 0.9490666666666666
K = 4,P = 1,uniform,Micro = 0.9632,Macro = 0.4906275468622657,Precision = 0.92775424,Recall = 0.9632
K = 4,P = 1,distance,Micro = 0.9546666666666667,Macro = 0.49421460851020615,Precision = 0.9287714810359019,Recall = 0.9546666666666667
K = 4,P = 2,uniform,Micro = 0.9632,Macro = 0.4906275468622657,Precision = 0.92775424,Recall = 0.9632
K = 4,P = 2,distance,Micro = 0.9533333333333334,Macro = 0.4880546075085324,Precision = 0.9274010234311878,Recall = 0.9533333333333334
K = 5,P = 1,uniform,Micro = 0.9624,Macro = 0.4974102966491168,Precision = 0.9353241121495327,Recall = 0.9624
K = 5,P = 1,distance,Micro = 0.9584,Macro = 0.4957053056974094,Precision = 0.9296624128686327,Recall = 0.9584
K = 5,P = 2,uniform,Micro = 0.9629333333333333,Macro = 0.4905583480505366,Precision = 0.9277447852760736,Recall = 0.9629333333333333
K = 5,P = 2,distance,Micro = 0.9584,Macro = 0.48937908496732024,Precision = 0.9275832797427653,Recall = 0.9584
Conbinacion optima:
K = 4,P = 1,uniform,Micro = 0.9632,Macro = 0.4906275468622657,Precision = 0.92775424,Recall = 0.9632
